   4.3174766e+09   1.1205858e+09   1.7193349e+09   3.6494415e+09   2.3971278e+09   2.3576479e+09   3.5441049e+09   1.9317092e+09   2.7222486e+09   2.1427017e+09   8.4019333e+08   2.4670111e+09   2.5631552e+09   3.7182620e+09   1.4970074e+09   2.8634568e+09   3.3041735e+09   3.4350742e+09   1.5592226e+09   3.1034700e+09   3.7279351e+09   3.2177025e+09   3.2177310e+09   2.1038304e+09   2.6562524e+09   2.4001619e+09   2.0562299e+09   2.3552650e+09   2.6022732e+09   3.0302870e+09
   4.3174766e+09   1.1205858e+09   1.7193349e+09   3.6494415e+09   2.3971278e+09   2.3576479e+09   3.5441049e+09   1.9317092e+09   2.7222486e+09   2.1427017e+09   8.4019333e+08   2.4670111e+09   2.5631552e+09   3.7182620e+09   1.4970074e+09   2.8634568e+09   3.3041735e+09   3.4350742e+09   1.5592226e+09   3.1034700e+09   3.7279351e+09   3.2177025e+09   3.2177310e+09   2.1038304e+09   2.6562524e+09   2.4001619e+09   2.0562299e+09   2.3552650e+09   2.6022732e+09   3.0302870e+09
   3.9353062e+09   1.1205858e+09   1.5673324e+09   3.6494414e+09   2.3971278e+09   2.3561490e+09   3.5441049e+09   1.9216298e+09   2.6587412e+09   2.1427016e+09   8.3834940e+08   2.4670111e+09   2.5631552e+09   3.1608440e+09   1.4773129e+09   2.7624365e+09   3.2317826e+09   2.5015087e+09   1.4347595e+09   2.6582260e+09   3.4861466e+09   3.2177025e+09   3.2177310e+09   2.1038304e+09   2.0153310e+09   1.6652030e+09   1.9000682e+09   1.4659847e+09   2.6022732e+09   3.0302870e+09
   3.6782394e+09   1.1205858e+09   4.0989885e+01   2.4351490e+09   1.7775323e+09   2.2017671e+09   2.9800462e+09   5.7505602e+01   1.9435990e+09   2.1074654e+09   8.3834938e+08   2.4670111e+09   1.6770981e+09   3.1513944e+09   1.4773129e+09   2.3606488e+09   2.2608968e+09   2.2743102e+09   1.0864694e+09   2.5424005e+09   3.4451647e+09   4.2242436e+01   6.1983764e+01   2.1038304e+09   1.8881846e+09   1.6652030e+09   1.8353616e+09   1.5350646e+02   2.6022732e+09   2.9338394e+09
   3.5570377e+09   1.1050131e+09   4.0989885e+01   2.2097251e+09   1.0495047e+02   1.5642266e+09   1.8047780e+09   5.7505602e+01   1.8315898e+09   1.5023270e+09   8.0659505e+08   2.4670111e+09   1.5093975e+09   2.2577084e+09   1.4773129e+09   1.0913634e+09   2.1957903e+09   2.1769192e+09   8.5062332e+08   2.2698870e+09   2.0739234e+09   4.2242436e+01   6.1983764e+01   2.0518375e+09   1.1070897e+09   1.1787452e+09   1.8120601e+09   1.5350646e+02   2.4505496e+09   9.5781919e+08
   1.6893058e+09   2.6159803e+01   4.0989885e+01   1.6564616e+09   9.0918980e+01   1.2802788e+02   2.5538580e+01   5.7505602e+01   1.5645056e+09   1.4242168e+09   7.6839471e+08   2.8925063e+01   1.4064183e+09   1.1797838e+02   4.2588195e+01   6.7381228e+08   3.2756193e+01   9.0460267e+08   1.5897198e+01   2.3052536e+01   1.5743786e+02   3.3841512e+01   6.1983764e+01   6.3487021e+08   1.1070897e+09   1.1590635e+09   8.5310967e+01   1.5350646e+02   5.8470178e+01   3.4647722e+08
   9.1620883e+08   2.6159803e+01   4.0227401e+01   2.0718484e+01   2.8414769e+01   5.7454658e+01   2.5538580e+01   4.5620230e+01   3.0878691e+01   2.3880560e+08   8.7531021e+01   2.8925063e+01   6.5839204e+08   9.2713540e+01   4.2588195e+01   5.1673417e+08   3.2756193e+01   4.9262734e+08   1.5897198e+01   2.3052536e+01   3.4976353e+01   3.3841512e+01   6.1983764e+01   3.6184829e+01   4.1849527e+08   6.7589548e+01   6.5789097e+01   2.5435399e+01   5.8470178e+01   7.3450441e+01
   6.4241519e+01   2.4309293e+01   3.9383123e+01   2.0718484e+01   2.8414769e+01   5.7454658e+01   2.5538580e+01   3.1479125e+01   3.0878691e+01   1.0665808e+02   2.1940886e+01   2.8925063e+01   3.9374780e+01   1.8913534e+01   4.2588195e+01   5.0790971e+01   3.2600200e+01   8.6022663e+01   1.5897198e+01   2.3052536e+01   3.4976353e+01   2.1148027e+01   2.8820850e+01   2.2567861e+01   4.8319311e+01   6.7589548e+01   6.5789097e+01   2.5435399e+01   5.8470178e+01   4.4530195e+01
   2.6926992e+01   1.7396907e+01   2.7885339e+01   2.0718484e+01   2.5096111e+01   5.7454658e+01   2.5538580e+01   2.7332773e+01   2.5029806e+01   2.3511818e+01   2.1940886e+01   2.2486275e+01   2.0761374e+01   1.6517088e+01   1.3573548e+01   1.7744446e+01   3.2600200e+01   1.0096061e+01   1.0754295e+01   2.3052536e+01   2.4122549e+01   2.1148027e+01   2.8820850e+01   2.2567861e+01   3.4941702e+01   5.8335232e+01   2.6165494e+01   2.0107511e+01   1.7521993e+01   3.9345606e+01
   2.2564339e+01   1.7396907e+01   1.3765441e+01   1.6021615e+01   2.5096111e+01   2.2997520e+01   1.2999629e+01   2.2847047e+01   5.6371976e+00   2.3511818e+01   1.7138157e+01   2.2083582e+01   1.9230401e+01   1.4045533e+01   1.3573548e+01   1.7744446e+01   2.8187677e+01   1.0096061e+01   1.0197998e+01   2.0082559e+01   2.4122549e+01   1.8326278e+01   1.7044817e+01   1.2068906e+01   3.4731413e+01   3.2773522e+01   1.6848473e+01   1.6951997e+01   1.7521993e+01   2.2216832e+01
